-1.692102830310457051e+00,-1.707300825397760624e+00,-1.670699311350168470e+00,7.737811734187409751e-01,7.750621620821807056e-01,6.992908801272905706e-01,-8.142179993890609480e-02,-6.754714015697652063e-02,-2.841608518552630677e-02,2.476408041048884456e+00,1.118531593691147386e+01,2.510022048964944474e+01
-1.181957192287877101e+00,-1.121733872337661531e+00,-1.056182181402781417e+00,2.838907167620003946e-01,2.206641065202597507e-01,1.625648165456434480e-01,-1.018402777253080427e-01,-9.885879739197701854e-02,-1.063229569094879257e-01,2.295760266930580329e+00,1.095829044959856446e+01,2.641634579945321448e+01
-1.400843193669803144e+00,-1.403565928978621757e+00,-1.365061344036145652e+00,2.703924365567758059e-01,2.926396746404659743e-01,2.896387528982002357e-01,1.306324746243449075e-01,1.110448602942982060e-01,7.549960950518699865e-02,1.570194703682747273e+00,7.408090311340977507e+00,1.758343818596262054e+01
-1.335643049139482619e+00,-1.129486375621587824e+00,-9.782174053751945264e-01,3.216299883413589744e-01,-2.873290110514523099e-02,-1.661196358794289896e-01,1.412180708092957565e-02,1.583147991447474423e-01,1.444205161191875753e-01,1.837084894332662310e+00,8.742171885405065623e+00,2.072346918986608344e+01
-1.358224139662050689e+00,-1.335661032040250218e+00,-1.264175279468090274e+00,3.504708064246854771e-01,2.894275538186926733e-01,1.954652099096008400e-01,7.868412884341466351e-03,4.631908130759419123e-02,6.877674888903780037e-02,1.621947848999693909e+00,7.807007708434849924e+00,1.891296881436947075e+01
-1.237163150551740420e+00,-1.169296514295530720e+00,-1.083692009187284588e+00,1.960539352975785299e-01,1.199026786637052006e-01,5.131675331449959965e-02,4.120398272853051380e-02,4.946769028801655671e-02,3.243151650322366464e-02,2.426347483377718994e+00,1.108782221123986389e+01,2.602314259085265036e+01
-1.099970979416495132e+00,-1.099488388659609850e+00,-1.088625177593633975e+00,1.020974494930028814e-01,1.084669978911870086e-01,1.221973113236330816e-01,-1.930297180930549495e-03,-8.805169435633537767e-03,-3.342703146167164130e-02,3.025347717943645431e+00,1.382420258969990989e+01,3.256635855792735157e+01
-1.102472101127202952e+00,-1.072840816600764358e+00,-1.016067040034210001e+00,6.515162403474443475e-02,6.153023474812596011e-02,2.282587678056299113e-02,3.744955764677219273e-02,1.142295339929789121e-02,-6.665528955818336362e-03,2.582034837403378358e+00,1.217453412088301690e+01,3.019797596433627618e+01
-1.198717004011095488e+00,-1.182561689267690452e+00,-1.158343877317142834e+00,1.974388106951106281e-01,2.155614830667049453e-01,2.229726223026171905e-01,1.345994518985624971e-03,-3.295018786275868278e-02,-6.459060123899668104e-02,1.692112352243417828e+00,8.121994589875228598e+00,2.015734343079627422e+01
-1.334938542185285959e+00,-1.327691435156657329e+00,-1.294413899156509284e+00,2.671003590246208148e-01,2.513245638923138903e-01,2.143417848614110610e-01,6.794199268189481111e-02,7.644161869156736178e-02,8.012166098820187876e-02,1.900941601154956695e+00,8.731712948077726466e+00,2.100228177499453253e+01
-1.726842497624048400e+00,-1.767561473439027919e+00,-1.768172289998387825e+00,8.807894461771779149e-01,9.272081972427772545e-01,9.099953513414309469e-01,-1.536621748452318970e-01,-1.594005956802008184e-01,-1.416162307938471365e-01,1.993723188534887392e+00,9.091859487961489350e+00,2.049961659073699138e+01
-1.424463320868194938e+00,-1.440272373103288261e+00,-1.424794222460133097e+00,4.284537921255690551e-01,4.384751981116568054e-01,4.178626644081199215e-01,-3.843445878220536245e-03,1.913188767497561076e-03,7.016595447743451293e-03,2.089632907554805907e+00,9.335376828609501132e+00,2.143150411436326408e+01
-9.353003449127511582e-01,-9.377494426184407317e-01,-9.451374121708024933e-01,-1.258537762704757534e-02,7.243257349985460225e-04,2.195582065339608119e-02,-5.199711251451954314e-02,-6.286591332567083301e-02,-7.671788410918309320e-02,2.688207298133822754e+00,1.242157947905238835e+01,2.935219102262990631e+01
-1.341333864393467357e+00,-1.297790148946096345e+00,-1.201828669277307249e+00,3.571732142394067888e-01,2.936444694252762222e-01,1.835139484701246160e-01,-1.572685316559615729e-02,4.232706385840305160e-03,1.838273107133817780e-02,1.978729511985320766e+00,9.029707937617034830e+00,2.091084140587778251e+01
-9.940495843683191390e-01,-9.430286516049162238e-01,-8.832125715312665326e-01,-7.621208085500866258e-02,-8.249725604750417218e-02,-7.948047968653906836e-02,7.032493945823220516e-02,2.557592168385077608e-02,-3.726509229897813358e-02,2.907459435756133637e+00,1.337949266092042322e+01,3.073572728936213849e+01
-1.342420174323495363e+00,-1.345997492145514896e+00,-1.302530065475608234e+00,3.361941197923926095e-01,3.367303759085806814e-01,2.891901995094648958e-01,6.337627248578767136e-03,9.360172828830181507e-03,1.341956124607453747e-02,2.399307326901717996e+00,1.082525739456610303e+01,2.415399720192437627e+01
-1.168118534620615101e+00,-1.115075035512216095e+00,-1.042987915615255723e+00,7.396600039519996006e-02,8.487949581342080219e-03,-4.238591188659371345e-02,9.432488136954342295e-02,1.067353610889222731e-01,8.549651021834742126e-02,3.007058431637969598e+00,1.366776205182942761e+01,3.139117989432510214e+01
-1.417024429844119915e+00,-1.440924884386068472e+00,-1.428866411277779802e+00,4.569751587585671460e-01,4.584365253721029432e-01,4.367739063097152430e-01,-3.986960392441883660e-02,-1.744447279989559674e-02,-7.852965617903814866e-03,1.909978923632015935e+00,8.566848221050230805e+00,1.930645371854016190e+01
-1.511949460670408252e+00,-1.539722189337856095e+00,-1.543962957271041825e+00,5.705512986292582411e-01,6.002174865151028715e-01,6.033359055573530583e-01,-5.845609828421259591e-02,-6.037589700389950353e-02,-5.927863016540402263e-02,1.958212674889556082e+00,8.782509063884644362e+00,1.966796978941862761e+01
-1.486553957409875615e+00,-1.454390800597206379e+00,-1.378689834514741142e+00,5.256528927785402150e-01,4.704310885285809540e-01,3.790701669914471328e-01,-3.893717046834953288e-02,-1.591044383234718751e-02,-2.770552896222874795e-04,2.534366559048760514e+00,1.139037150145944111e+01,2.566658834789158306e+01
-1.680875943452608379e+00,-1.647232658206473799e+00,-1.555085468962879691e+00,8.474624566134429937e-01,8.045250108367558717e-01,6.666802574352141963e-01,-1.664675932032719796e-01,-1.571892934638093320e-01,-1.115138057295366192e-01,2.456933854696257136e+00,1.092241052404083668e+01,2.568345518505417147e+01
-1.640452849426669690e+00,-1.645281011579865948e+00,-1.595324441218371136e+00,6.666011178845804297e-01,6.687422803975213714e-01,5.868047075700761894e-01,-2.590517214732902460e-02,-2.326777568374501642e-02,8.652285287860496735e-03,2.020511917446420558e+00,8.957966807651601471e+00,2.097225913637505812e+01
-1.457040171316892341e+00,-1.475045435096248525e+00,-1.457299826650924057e+00,3.744875484274251543e-01,4.020252835666154323e-01,4.116419427372241535e-01,8.269699765638588440e-02,7.313093988306569593e-02,4.573995544343999187e-02,1.523079450948143787e+00,7.245872661368604639e+00,1.733983520483295848e+01
-1.160544372517827272e+00,-1.117517212074875532e+00,-1.058252233118705643e+00,1.549705023722571795e-01,8.472377499799088607e-02,1.981757024773533188e-02,5.652378022749437320e-03,3.285749305213071098e-02,3.848751083112653126e-02,2.666488948898202427e+00,1.218196699214067635e+01,2.788688975997644448e+01
-1.199025109672708256e+00,-1.162510658107819506e+00,-1.114161749675637747e+00,2.041284669636058702e-01,1.518014768472167042e-01,1.055252517882434293e-01,-5.014764610983987042e-03,1.077858969040986457e-02,8.690035663319498754e-03,3.189554561217289752e+00,1.475056757448568590e+01,3.452954288854736831e+01
-1.583245883508407781e+00,-1.577872898810863234e+00,-1.545510490839580697e+00,6.358971067257389587e-01,6.144241435732805678e-01,5.546559215831786682e-01,-5.245589686433399512e-02,-3.640101344616720330e-02,-9.036042513045461355e-03,2.139643252080843272e+00,9.668945762802799493e+00,2.200976143530861862e+01
-1.121328881350914575e+00,-1.129258958862360496e+00,-1.138182223894976142e+00,-1.056335542619643020e-01,-6.797822205845210908e-02,2.359694883482463257e-02,2.272469234569857444e-01,1.974461113255353562e-01,1.147270959576905530e-01,2.711453897358480525e+00,1.288434134960307809e+01,3.113931086403135140e+01
-1.651284825007966361e+00,-1.622907656017188671e+00,-1.575397027237484204e+00,6.975797674830167550e-01,6.431029782631305647e-01,5.698724153366374612e-01,-4.598342626970634145e-02,-1.992285409363517973e-02,5.738479497857140385e-03,3.143716676380861497e+00,1.363174932342404233e+01,3.020892417048450795e+01
-1.615776924645225598e+00,-1.612112292789479318e+00,-1.548907509664976923e+00,6.991170367134482699e-01,6.572918644701394308e-01,5.248714077251033228e-01,-8.313592422864503340e-02,-4.500706550386157634e-02,2.417941748472994534e-02,2.078591047542272197e+00,9.146140155681745654e+00,2.006346345058391023e+01
-1.195828462251232294e+00,-1.203068084173858132e+00,-1.195210706992256622e+00,1.393548353460328793e-01,1.517649794397861185e-01,1.608971781100410059e-01,5.655935995839311836e-02,5.136754627926536781e-02,3.436220961656814843e-02,1.971852336183602450e+00,9.243961926327756373e+00,2.209871717717867057e+01
-1.622364222723408300e+00,-1.646357431609028144e+00,-1.634851471123130118e+00,6.465529209110181252e-01,6.718463091289438305e-01,6.468203710213640267e-01,-2.400057977746962098e-02,-2.534080978908526821e-02,-1.186116021705481589e-02,1.764005074709814158e+00,7.891831729486646019e+00,1.801135928943459419e+01
-1.035908384250919356e+00,-1.029386127667663242e+00,-9.839953354492457782e-01,2.003713548456862586e-02,3.921308038469283053e-02,3.313684465461083639e-03,1.602604212656434657e-02,-9.696334191277841685e-03,-1.920312830508561636e-02,2.775838419210368890e+00,1.301377525785244416e+01,3.106108064138920710e+01
-1.255089557134412281e+00,-1.247781001538773360e+00,-1.221721741136724049e+00,1.971229441085781964e-01,1.756663944126907739e-01,1.563292331968360038e-01,5.805990516410064473e-02,7.218616101489384873e-02,6.545121829713011763e-02,1.588736444944404802e+00,7.515097128757193268e+00,1.783911776259943593e+01
-1.507619630376051623e+00,-1.519424814689059877e+00,-1.511532798743069561e+00,5.546245856832618948e-01,5.535410105327712715e-01,5.292733048392086470e-01,-4.684420033904327513e-02,-3.398832594797426832e-02,-1.764769579066222116e-02,1.895723358467401587e+00,8.471074315014137213e+00,1.944352749867515229e+01
-1.246755512723416892e+00,-1.217395804990397457e+00,-1.167069835559603197e+00,1.835042303667835939e-01,1.285266898872233776e-01,1.062875202273791120e-01,6.333303118220477701e-02,8.893385640079232157e-02,6.083537551925675968e-02,2.227629152850990835e+00,1.048866633400084147e+01,2.481549245628805878e+01
