-1.639972386939494875e+00,-1.662533093235335713e+00,-1.652162280046202802e+00,6.402516698240231507e-01,6.627628062178018142e-01,6.523428960371843166e-01
-1.165129758759417822e+00,-1.110774956459061880e+00,-1.050776385851587280e+00,1.652335785439201232e-01,1.108542301515912654e-01,5.084316415123766447e-02
-1.461098646408524493e+00,-1.453991169163715735e+00,-1.394880039474047262e+00,4.612593684074020595e-01,4.540979208893941022e-01,3.949516511850706402e-01
-1.340452366082793390e+00,-1.153857322418928133e+00,-9.745528488030186232e-01,3.405595980563557723e-01,1.539397891353034564e-01,-2.537421046987245118e-02
-1.361066054885407439e+00,-1.351967639270051036e+00,-1.283690908735421132e+00,3.611802361073856438e-01,3.520494528272783419e-01,2.837532971908376389e-01
-1.247359080086640315e+00,-1.178110721516224313e+00,-1.086499072588763770e+00,2.474500972897441808e-01,1.781810949606615069e-01,8.655356591789929721e-02
-1.099777998822299097e+00,-1.098618495365224712e+00,-1.085753668926935811e+00,9.997455112222675133e-02,9.879347589437542654e-02,8.590378927278698173e-02
-1.106463782188526146e+00,-1.073683772012615556e+00,-1.015960031860512647e+00,1.065882032298792331e-01,7.379487444140844787e-02,1.605396577024262306e-02
-1.198984927770612607e+00,-1.176736498230860795e+00,-1.148734399198550360e+00,1.990526378362362514e-01,1.767877943850332811e-01,1.487751767944651970e-01
-1.359360837920847942e+00,-1.354819738358282510e+00,-1.320061427650943475e+00,3.594580431266934939e-01,3.548891777277067838e-01,3.201072990512617289e-01
-1.629985804851390441e+00,-1.661992760472183361e+00,-1.672851477016751298e+00,6.303222824368575061e-01,6.622855612073298426e-01,6.730924304883986187e-01
-1.422837600172318639e+00,-1.441116533833395330e+00,-1.427796489879141539e+00,4.229851928158095409e-01,4.412323260768418742e-01,4.278809347593099943e-01
-9.384921491606423860e-01,-9.414245328233576959e-01,-9.490387022751480828e-01,-6.138425950094675287e-02,-5.845918734813481538e-02,-5.085242052287824305e-02
-1.336047103453139151e+00,-1.299056333404807528e+00,-1.205609562212040187e+00,3.361613976210792165e-01,2.991429934632450216e-01,2.056763448293023044e-01
-9.936039391660341780e-01,-9.415345921682453101e-01,-8.874067492514861044e-01,-6.336943987696262715e-03,-5.841664105557274611e-02,-1.125497741041318334e-01
