2.476408041048884456e+00,1.118531593691147386e+01,2.510022048964944474e+01
2.295760266930580329e+00,1.095829044959856446e+01,2.641634579945321448e+01
1.570194703682747273e+00,7.408090311340977507e+00,1.758343818596262054e+01
1.837084894332662310e+00,8.742171885405065623e+00,2.072346918986608344e+01
1.621947848999693909e+00,7.807007708434849924e+00,1.891296881436947075e+01
2.426347483377718994e+00,1.108782221123986389e+01,2.602314259085265036e+01
3.025347717943645431e+00,1.382420258969990989e+01,3.256635855792735157e+01
2.582034837403378358e+00,1.217453412088301690e+01,3.019797596433627618e+01
1.692112352243417828e+00,8.121994589875228598e+00,2.015734343079627422e+01
1.900941601154956695e+00,8.731712948077726466e+00,2.100228177499453253e+01
1.993723188534887392e+00,9.091859487961489350e+00,2.049961659073699138e+01
2.089632907554805907e+00,9.335376828609501132e+00,2.143150411436326408e+01
2.688207298133822754e+00,1.242157947905238835e+01,2.935219102262990631e+01
1.978729511985320766e+00,9.029707937617034830e+00,2.091084140587778251e+01
2.907459435756133637e+00,1.337949266092042322e+01,3.073572728936213849e+01
2.399307326901717996e+00,1.082525739456610303e+01,2.415399720192437627e+01
3.007058431637969598e+00,1.366776205182942761e+01,3.139117989432510214e+01
1.909978923632015935e+00,8.566848221050230805e+00,1.930645371854016190e+01
1.958212674889556082e+00,8.782509063884644362e+00,1.966796978941862761e+01
2.534366559048760514e+00,1.139037150145944111e+01,2.566658834789158306e+01
2.456933854696257136e+00,1.092241052404083668e+01,2.568345518505417147e+01
2.020511917446420558e+00,8.957966807651601471e+00,2.097225913637505812e+01
1.523079450948143787e+00,7.245872661368604639e+00,1.733983520483295848e+01
2.666488948898202427e+00,1.218196699214067635e+01,2.788688975997644448e+01
3.189554561217289752e+00,1.475056757448568590e+01,3.452954288854736831e+01
2.139643252080843272e+00,9.668945762802799493e+00,2.200976143530861862e+01
2.711453897358480525e+00,1.288434134960307809e+01,3.113931086403135140e+01
3.143716676380861497e+00,1.363174932342404233e+01,3.020892417048450795e+01
2.078591047542272197e+00,9.146140155681745654e+00,2.006346345058391023e+01
1.971852336183602450e+00,9.243961926327756373e+00,2.209871717717867057e+01
1.764005074709814158e+00,7.891831729486646019e+00,1.801135928943459419e+01
2.775838419210368890e+00,1.301377525785244416e+01,3.106108064138920710e+01
1.588736444944404802e+00,7.515097128757193268e+00,1.783911776259943593e+01
1.895723358467401587e+00,8.471074315014137213e+00,1.944352749867515229e+01
2.227629152850990835e+00,1.048866633400084147e+01,2.481549245628805878e+01
2.853464336349027963e+00,1.272664328828740032e+01,2.954109625921272198e+01
1.957311460719549645e+00,9.033887619829945592e+00,2.116747771905533426e+01
2.453608224978753860e+00,1.142062259549586400e+01,2.739319226878055957e+01
2.857169419964328494e+00,1.284133238393456011e+01,2.967165689978476095e+01
2.792393512137799849e+00,1.255884571987703069e+01,2.827939840199008614e+01
2.666488948898202427e+00,1.218196699214067635e+01,2.788688975997644448e+01
2.679673307008672012e+00,1.252981667835042678e+01,2.947529590950668066e+01
1.832366469782558571e+00,8.250757092081476785e+00,1.959903805646805353e+01
1.508530119797574454e+00,6.982566096133675515e+00,1.619127236001397208e+01
1.957402370315950657e+00,8.906975161854060019e+00,2.098862467964334044e+01
1.703444774430402209e+00,7.656942801284058575e+00,1.795563870544881979e+01
2.182605412967299596e+00,9.586037890270096895e+00,2.095526846804115451e+01
2.834861664025043915e+00,1.352412354403537087e+01,3.208506967184121805e+01
1.904522220730790805e+00,8.729416892177491505e+00,2.061345574718072271e+01
2.293859464901064182e+00,1.019849424839121177e+01,2.288568466451369332e+01
2.042468366289443171e+00,9.318290171070156447e+00,2.169533142415268756e+01
1.819714183383987161e+00,8.279495695609210060e+00,1.941871152430522685e+01
2.406295269346394594e+00,1.111151390317570531e+01,2.597515138915880684e+01
2.003171002976579018e+00,9.133366885540047164e+00,2.095667103171255619e+01
2.809401612352350419e+00,1.306830976743109218e+01,3.071677840030507056e+01
2.162065004952024694e+00,9.497994378334620791e+00,2.084326765084711397e+01
1.653572581635603278e+00,7.567046609485704067e+00,1.812477631589949567e+01
