-1.695850885483374482e+00,-1.706473778060848767e+00,-1.661353256187827032e+00,8.132410618311659567e-01,8.092186757809672892e-01,7.263366061179090671e-01,-1.723986298136899464e-01,-1.613959011621415307e-01,-1.287054146002481470e-01,-1.220071821440258664e-01,-1.173082248037638359e-01,-9.358224382344997039e-02,3.292334057689209614e-01,3.193822545526842638e-01,2.637003219629895923e-01,-7.712455214745277121e-02,-3.829995989305419457e-02,1.207774790503723245e-02,-6.481336127115705503e-02,-1.235151312761466613e-01,-1.430555198803633854e-01,-2.013719855684605597e-01,-1.673004279922708504e-01,-1.416445419690435248e-01,2.362632445476132159e-01,2.368135815801927224e-01,2.072236810668464102e-01,-4.485096739584976122e-02,-5.085309679892729279e-02,-4.077551419254713677e-02
-1.190312619353884438e+00,-1.120637487186523895e+00,-1.042614144350444194e+00,2.975464265109298845e-01,2.247670176170339373e-01,1.569285999470280968e-01,-1.279560222529090296e-01,-1.154944441638534047e-01,-1.182589541621538315e-01,-7.907528898609138962e-03,-2.695318450265457924e-02,-2.320529924650030149e-02,5.820592459550790604e-02,4.168985065425005049e-02,-1.842587701810552425e-02,-7.618365804877183511e-02,-7.720497650050514582e-02,-3.885110663049540919e-02,1.280018371069108485e-01,1.109273461856507270e-01,7.079598928744261499e-02,-2.064359999307454341e-01,-1.378103415313786662e-01,-7.354633945498598169e-02,9.935749030897453316e-02,4.353193636911276143e-02,5.207642587300595483e-03,2.579152676771843261e-02,5.727636965805920494e-02,8.205354691829779001e-02
-1.388714319910859141e+00,-1.391583513975743980e+00,-1.349004505551972821e+00,2.809303529204019156e-01,3.142854268819483265e-01,3.140530692778602528e-01,8.664625935492260844e-02,4.911393147349338989e-02,-1.125763853469328481e-02,-1.883379062938188020e-01,-1.579935033167767788e-01,-9.919445106921442878e-02,2.981545138760836045e-01,2.553587473284671949e-01,1.795403820844725662e-01,1.558867055305423154e-02,-1.715523166100326943e-02,-3.932787442762192970e-02,-1.304168609435336357e-01,-7.123986054090004905e-02,-2.339267373745336238e-03,3.762943023851306190e-02,2.224879613595515462e-02,-2.180363801465088486e-02,3.946404788623777971e-03,1.044448598357918326e-02,5.045712892261705607e-02,-1.525343797812568104e-02,-1.335191506322030985e-02,-2.102763053591401310e-02
-1.335533689464639240e+00,-1.109667146544763838e+00,-9.570797781137305726e-01,3.295089798322254349e-01,-2.938369589663560044e-02,-1.709488453124108354e-01,2.648978399837116290e-02,1.387352773496206559e-01,8.589213720840889466e-02,-1.120148110369824784e-01,-3.850531988530620647e-02,4.545283121910296403e-02,3.190596142119446477e-02,-6.173516073979291169e-02,-9.664006128205689106e-02,8.145862731860736838e-02,4.855388875720380998e-02,-1.619123557206264899e-02,9.564841049710432960e-03,6.190588143925701559e-02,7.088192424990677476e-02,-1.794826416602954555e-01,-8.620138843970448495e-03,8.487119810007874576e-02,2.207811446912799069e-01,-6.238964099593383161e-02,-1.529594716065180160e-01,-7.254319900540368016e-02,6.123662435559620171e-02,1.068436868712228094e-01
-1.351930645530887709e+00,-1.318062876207961143e+00,-1.239791330132507641e+00,3.626937354843908778e-01,3.041460083051463203e-01,2.064982373817756123e-01,1.070838599665912584e-02,1.994242305937590169e-03,4.940773577624400434e-03,-1.023923854188163590e-01,-5.600575498548462927e-02,-3.721702400030969110e-02,1.194925436162903032e-01,1.098353997297704665e-01,1.019560054384383574e-01,-1.063449632254229865e-01,-1.285739050032285724e-01,-1.212781527248468910e-01,9.331002578069169662e-02,7.499097463800051544e-02,3.618124345662213776e-02,-1.647004951149638741e-01,-7.273268371169236413e-02,1.297610193938194753e-03,1.244443709661706976e-01,4.423762704544568353e-02,-1.805483314076374024e-02,1.487908077868681581e-02,4.029711724410938584e-02,6.556931789052682091e-02
-1.237863391634124177e+00,-1.165683588288074057e+00,-1.079065579953084830e+00,1.926259019741856093e-01,1.168635246456223575e-01,4.899489830827488679e-02,1.001041473850022290e-01,7.712847313016028827e-02,3.769069850330790394e-02,-8.157296351482233587e-02,-4.506050453751875989e-02,-1.831144399040155954e-02,9.722393278084423551e-02,9.623570971439102117e-02,8.398681904531557496e-02,-1.525063433707936622e-01,-1.522625205025695816e-01,-1.278212262710890779e-01,5.531382056765522803e-02,2.813793775170063405e-02,7.200072660507685074e-03,-4.660413511916611934e-02,-2.128150559178006163e-02,-1.195387789970570741e-02,6.242155149704110145e-02,3.343540752131766297e-02,1.646964926350001635e-02,1.096480769593907723e-02,3.257253022557246580e-02,4.287459336368932422e-02
-1.103321512904602342e+00,-1.102225657604115172e+00,-1.088486673266348514e+00,1.032566511517315350e-01,1.079340146228817826e-01,1.173166086829526555e-01,3.627174073548611322e-02,4.074082148181550067e-02,2.520586019743908598e-02,-7.341798916716861523e-02,-9.128530889405739313e-02,-8.669347919395026247e-02,3.160338835440264921e-02,4.189668722848086113e-02,3.545954118774963942e-02,3.241464471927500701e-02,2.382706922895882345e-02,1.330744041709893896e-02,-6.633457826898869758e-02,-6.273950140965453559e-02,-4.582624730034910721e-02,6.612626478543412456e-02,5.456777089289220617e-02,2.504369937925982059e-02,-5.059826052425562409e-02,-4.758228932381110277e-02,-3.441467682719422799e-02,2.420002198140023056e-02,3.504903316269116637e-02,3.923830101923484609e-02
-1.087054582866252783e+00,-1.059861358439684098e+00,-1.006052376237239532e+00,6.646991845246148778e-02,5.399888556726901989e-02,8.869795227316601069e-03,-3.736173479314981033e-02,-3.745774993940684944e-02,-2.151408202346676013e-02,-8.607242307461189512e-02,-1.179405521121825728e-01,-1.497033757471080417e-01,1.667594876072900079e-01,1.858229505870510612e-01,1.771120881565122762e-01,-3.934819769183472982e-02,-2.362084642131201048e-02,1.041169808878244368e-02,3.662403476764837518e-02,-7.155969679265614114e-03,-5.148784388670952367e-02,-1.240545043393883190e-01,-8.288250424528567639e-02,-4.019716707423217489e-02,6.767043913634428198e-02,5.035290311736347751e-02,2.572792703520997148e-02,3.655223560250043385e-02,3.890286648518537227e-02,4.696254332194858827e-02
-1.214457629308167919e+00,-1.198580789980972838e+00,-1.171308382169162332e+00,2.053246839252384215e-01,2.257905602742141804e-01,2.354009367287141219e-01,6.219452365035125357e-02,1.097284605769721817e-02,-4.779763123317644358e-02,-1.772193384897463586e-01,-1.959234844229675865e-01,-1.693324078008911493e-01,1.353298967707775857e-01,2.026080855807566028e-01,2.142507483434620552e-01,1.854506320981416656e-02,-4.096789401379410250e-02,-9.538747111391503164e-02,1.375341889001181414e-02,2.569642508355828719e-02,5.208891852334483763e-02,-1.833140392984911327e-01,-1.601166079045451829e-01,-1.548360901369610909e-01,1.916381542060806575e-01,1.651047926310319769e-01,1.532497354181663884e-01,-5.172053226092158257e-02,-3.452587664673832657e-02,-1.628006673898205539e-02
-1.323393848316944732e+00,-1.315541909518510133e+00,-1.283614384425969535e+00,2.483723464559922101e-01,2.395501161646975963e-01,2.096193737402463619e-01,4.672716670365650166e-02,6.084305969683129894e-02,7.826806803645255939e-02,-1.185152719862266751e-02,-5.217405193761126547e-02,-9.642681095926382284e-02,6.058896937412087264e-02,1.025471898897522688e-01,1.276441337525796860e-01,8.906461692908142214e-02,3.600469154308418018e-02,3.872705013497332750e-03,-1.293354344044059523e-01,-8.044377273671571293e-02,-4.249501440321015039e-02,-1.406056755585552154e-01,-1.254409005811199240e-01,-1.199273624763176199e-01,1.605581990049944341e-01,1.130399339062121561e-01,8.704593911533067829e-02,-1.410829553430967671e-06,2.170811166018569299e-02,3.607766156579206296e-02
