-1.689000904994642838e+00,-1.701918226240193066e+00,-1.658494390681511499e+00,8.625206096241420095e-01,8.735012164785203037e-01,7.821676455844459586e-01,-2.628341022288553375e-01,-2.736356462100197340e-01,-2.166059704372469419e-01,-1.108538781286297348e-02,3.710594482882689782e-03,-1.016497363411822397e-02,1.007275412538453652e-01,9.861814747448610641e-02,1.033228508601201356e-01
-1.183745915811794447e+00,-1.122895591432017559e+00,-1.057209040274825096e+00,2.872183837980301635e-01,2.203058065306612578e-01,1.611825831398439601e-01,-1.221552217185908340e-01,-1.117263845212934925e-01,-1.155811248600534663e-01,-7.128482681827624096e-03,-2.361128813965301942e-02,-1.785241640382810233e-02,2.590915265095929121e-02,3.800302469972396957e-02,2.952225994913015156e-02
-1.380322410651574572e+00,-1.381759638059381956e+00,-1.344208889643057736e+00,2.943921511783524347e-01,3.161880934527122045e-01,3.097822426774327620e-01,7.161879916901384147e-02,4.060577228511843412e-02,-1.247131503500036043e-02,-1.353030039329787826e-01,-1.238844896506300086e-01,-9.261584078509471629e-02,1.498386976668665271e-01,1.489979677760603360e-01,1.396100820914535634e-01
-1.332062229354351368e+00,-1.123070346669238662e+00,-9.667708123094388428e-01,3.278816783814998970e-01,-2.116243277748633064e-02,-1.760587727177994333e-01,1.542818283892716247e-02,1.241199561217666419e-01,7.291709500494809870e-02,-1.266710714610830291e-01,-4.632654379434199277e-02,4.936213719733895111e-02,1.155481013133836943e-01,6.654415296389902534e-02,2.064145897259310122e-02
-1.357642229613624130e+00,-1.330455977427662528e+00,-1.255371365872443246e+00,3.525500713929490271e-01,3.009019903442214927e-01,2.067598486542860658e-01,3.109497395114688145e-02,1.283968750323385630e-02,7.312905314234147136e-03,-1.148915406558587565e-01,-5.975082328614048088e-02,-3.415148376377241668e-02,8.901480109493754844e-02,7.656118347972126759e-02,7.552618638405918239e-02
-1.240928269538261519e+00,-1.171342587986880845e+00,-1.084127142985269687e+00,1.859525887921268106e-01,1.162399304029916869e-01,5.088575009577285535e-02,1.224114270955465045e-01,9.249442621197648262e-02,4.557572877629666175e-02,-8.603376293298260757e-02,-4.455926345420080370e-02,-1.628540389020717571e-02,1.868848625755031856e-02,7.239200047949598607e-03,4.006879527855679822e-03
-1.101027241039160831e+00,-1.100877552112070168e+00,-1.088529885532021790e+00,1.000786104334294851e-01,1.056361624090762091e-01,1.167490235783531782e-01,3.585184045199894115e-02,3.996589620067210469e-02,2.466970109955866908e-02,-7.057533384742478710e-02,-8.786329434533785010e-02,-8.426805696222003372e-02,3.586900901449784768e-02,4.331245514722618234e-02,3.152140924769079866e-02
-1.088061708088771340e+00,-1.062089570961129992e+00,-1.011380560327655331e+00,6.302466939108039568e-02,5.623203379485904735e-02,1.727381144670209548e-02,-3.182479338228270255e-02,-3.842812610715415356e-02,-2.943692853634862980e-02,-1.029816039418066376e-01,-1.321923781661821506e-01,-1.590291226393450719e-01,1.600040977498221884e-01,1.766178193989368372e-01,1.826860920109128206e-01
-1.202676588721518280e+00,-1.184331254430469826e+00,-1.157900147982309447e+00,1.967277163018616160e-01,2.097398555030137723e-01,2.123565558795367791e-01,6.186611185162780441e-02,1.870033544703461267e-02,-3.237511527218785851e-02,-1.941506288802993252e-01,-2.160178457072821079e-01,-1.884354871193115732e-01,1.383083798985934865e-01,1.719663056420990821e-01,1.663988792297723673e-01
-1.331212719939316669e+00,-1.323460936919892861e+00,-1.290997999493237680e+00,2.775304986453784317e-01,2.612284746068613828e-01,2.236653657232741677e-01,2.835597350083591400e-02,5.193056177460404765e-02,7.505969501381426490e-02,-8.284616197834410167e-03,-5.162039184507069556e-02,-1.010880352975079832e-01,3.372210693038205781e-02,6.200410014283963545e-02,9.341621558891699539e-02
