3.143716676380861497e+00,1.363174932342404233e+01,3.020892417048450795e+01
2.476408041048884456e+00,1.118531593691147386e+01,2.510022048964944474e+01
2.406295269346394594e+00,1.111151390317570531e+01,2.597515138915880684e+01
2.502787141322794895e+00,1.141282765864847448e+01,2.626346127499639493e+01
2.438721085870124039e+00,1.111858085471267366e+01,2.650983541200630356e+01
2.706398723806182627e+00,1.242806125524650973e+01,2.890973990529098714e+01
3.025347717943645431e+00,1.382420258969990989e+01,3.256635855792735157e+01
2.766475671299023276e+00,1.231941966268886546e+01,2.898972396422244202e+01
2.589192845222757722e+00,1.188648726874588313e+01,2.849001272049730105e+01
3.189554561217289752e+00,1.475056757448568590e+01,3.452954288854736831e+01
3.084316510274383472e+00,1.409906887819065169e+01,3.345759253677922374e+01
2.853464336349027963e+00,1.272664328828740032e+01,2.954109625921272198e+01
2.666488948898202427e+00,1.218196699214067635e+01,2.788688975997644448e+01
2.792393512137799849e+00,1.255884571987703069e+01,2.827939840199008614e+01
2.457042058518493111e+00,1.153969405845529828e+01,2.732974834890982763e+01
2.426347483377718994e+00,1.108782221123986389e+01,2.602314259085265036e+01
2.399307326901717996e+00,1.082525739456610303e+01,2.415399720192437627e+01
2.058949737505727740e+00,9.691019109661008102e+00,2.240979690294702564e+01
3.143716676380861497e+00,1.363174932342404233e+01,3.020892417048450795e+01
2.476408041048884456e+00,1.118531593691147386e+01,2.510022048964944474e+01
2.406295269346394594e+00,1.111151390317570531e+01,2.597515138915880684e+01
2.502787141322794895e+00,1.141282765864847448e+01,2.626346127499639493e+01
2.438721085870124039e+00,1.111858085471267366e+01,2.650983541200630356e+01
2.706398723806182627e+00,1.242806125524650973e+01,2.890973990529098714e+01
3.025347717943645431e+00,1.382420258969990989e+01,3.256635855792735157e+01
2.766475671299023276e+00,1.231941966268886546e+01,2.898972396422244202e+01
2.589192845222757722e+00,1.188648726874588313e+01,2.849001272049730105e+01
3.189554561217289752e+00,1.475056757448568590e+01,3.452954288854736831e+01
3.084316510274383472e+00,1.409906887819065169e+01,3.345759253677922374e+01
2.853464336349027963e+00,1.272664328828740032e+01,2.954109625921272198e+01
2.666488948898202427e+00,1.218196699214067635e+01,2.788688975997644448e+01
2.792393512137799849e+00,1.255884571987703069e+01,2.827939840199008614e+01
2.457042058518493111e+00,1.153969405845529828e+01,2.732974834890982763e+01
2.426347483377718994e+00,1.108782221123986389e+01,2.602314259085265036e+01
2.399307326901717996e+00,1.082525739456610303e+01,2.415399720192437627e+01
2.058949737505727740e+00,9.691019109661008102e+00,2.240979690294702564e+01
2.818098044076860820e+00,1.314839428276449063e+01,3.227915859313635849e+01
3.002835351166837086e+00,1.367740241611120666e+01,3.153880166078647562e+01
2.834861664025043915e+00,1.352412354403537087e+01,3.208506967184121805e+01
2.621217624528601853e+00,1.247584498446599177e+01,3.005970436980277682e+01
2.962695933505357093e+00,1.335474141066397102e+01,3.066753985252294257e+01
2.679673307008672012e+00,1.252981667835042678e+01,2.947529590950668066e+01
2.295760266930580329e+00,1.095829044959856446e+01,2.641634579945321448e+01
3.063116941035411323e+00,1.382899550103102726e+01,3.301056718592056427e+01
2.603731934887250077e+00,1.202320637286391047e+01,2.959954625084283464e+01
2.907459435756133637e+00,1.337949266092042322e+01,3.073572728936213849e+01
2.809401612352350419e+00,1.306830976743109218e+01,3.071677840030507056e+01
3.080436642181170637e+00,1.372289107460082036e+01,3.116270211798741485e+01
2.942250279832649085e+00,1.357695686298107951e+01,3.191825445056462840e+01
2.576923827423009072e+00,1.247054440980567058e+01,2.957350407606748277e+01
2.811632229921633641e+00,1.297193994632683811e+01,3.002859483966680187e+01
3.007058431637969598e+00,1.366776205182942761e+01,3.139117989432510214e+01
2.799524176825500810e+00,1.260115634144647778e+01,2.916340363517317869e+01
2.981475420922603981e+00,1.367116539204213410e+01,3.326843562651440322e+01
2.720318030560816780e+00,1.229749153554866758e+01,2.820907185200048772e+01
2.775838419210368890e+00,1.301377525785244416e+01,3.106108064138920710e+01
2.534366559048760514e+00,1.139037150145944111e+01,2.566658834789158306e+01
2.686693955822501145e+00,1.267409003337803775e+01,2.993952429678018134e+01
2.923712044224610729e+00,1.347025835525389326e+01,3.205106678290533040e+01
2.934431337147074714e+00,1.366997956852430995e+01,3.191596597175919925e+01
2.711453897358480525e+00,1.288434134960307809e+01,3.113931086403135140e+01
