-1.650941306841166467e+00,-1.620554965043429441e+00,-1.570254138539270983e+00,7.506448418362421382e-01,7.039857589276775629e-01,6.368381719051251499e-01,-1.566640296476000394e-01,-1.642572212560238221e-01,-1.761140742602669562e-01,7.514879321048884009e-03,3.929131716168951516e-02,7.575359272829348956e-02,4.980206477661829750e-02,4.184943992771020943e-02,3.402619419377680282e-02
-1.689000904994642838e+00,-1.701918226240193066e+00,-1.658494390681511499e+00,8.625206096241420095e-01,8.735012164785203037e-01,7.821676455844459586e-01,-2.628341022288553375e-01,-2.736356462100197340e-01,-2.166059704372469419e-01,-1.108538781286297348e-02,3.710594482882689782e-03,-1.016497363411822397e-02,1.007275412538453652e-01,9.861814747448610641e-02,1.033228508601201356e-01
-1.517927444185333874e+00,-1.538564687823708033e+00,-1.512087238219620433e+00,6.074120788618984079e-01,6.335650952397346991e-01,5.710837962420223235e-01,-1.258302446861896962e-01,-1.262322035875116100e-01,-6.148595672035075954e-02,-1.055048199415033194e-01,-1.020099765143176740e-01,-1.284682098434588859e-01,1.420544956582132645e-01,1.334032940339988094e-01,1.310812272343798712e-01
-1.404770991227023869e+00,-1.393047520381714977e+00,-1.370408843839749702e+00,3.903599835053586653e-01,3.718265093199946691e-01,3.409889781198580661e-01,-5.896707096968346884e-02,-6.533224482339874961e-02,-5.716042694277342906e-02,4.550915100756647985e-02,3.491127233810288610e-02,-2.990272770463264784e-03,2.809343124052835622e-02,5.180983706573092512e-02,8.969117922445923874e-02
-1.286017030209882783e+00,-1.285790245862103109e+00,-1.267108272176654893e+00,1.966287104348257986e-01,1.897394936658943487e-01,1.863377358096311720e-01,6.256159234283867332e-02,9.181765421481566380e-03,-5.077064778222820096e-02,-1.251510595452358654e-01,-2.787332426656918827e-02,2.918990056092127250e-02,1.521746598718470844e-01,1.149140068758816718e-01,1.024847576209786115e-01
-1.149278091825902237e+00,-1.122388549495392462e+00,-1.093423269349781402e+00,6.610461274445565694e-02,3.736864439291064793e-02,8.974110047230386689e-03,8.624617342409623966e-02,8.124307183371175245e-02,7.551412161030986170e-02,-1.557183138212131501e-01,-1.417888441773628994e-01,-1.262438120604597869e-01,1.528938299338237772e-01,1.457736732530554302e-01,1.353491389162551350e-01
-1.101027241039160831e+00,-1.100877552112070168e+00,-1.088529885532021790e+00,1.000786104334294851e-01,1.056361624090762091e-01,1.167490235783531782e-01,3.585184045199894115e-02,3.996589620067210469e-02,2.466970109955866908e-02,-7.057533384742478710e-02,-8.786329434533785010e-02,-8.426805696222003372e-02,3.586900901449784768e-02,4.331245514722618234e-02,3.152140924769079866e-02
-1.202737691417702148e+00,-1.221240646821044606e+00,-1.229326621915048934e+00,1.645939653523098845e-01,2.337673923274519727e-01,2.789355407893220340e-01,1.861641266702000752e-01,1.248717067159085259e-01,8.936260318526975666e-02,-3.089876672870868202e-01,-3.229332961631660726e-01,-3.282234930681293128e-01,1.612260959504212277e-01,1.857712965995512444e-01,1.894341340647510974e-01
-1.076677463683150426e+00,-1.061264720736192047e+00,-1.044504025564070515e+00,6.918532388099667141e-02,2.787378225553965513e-02,6.550604833686499845e-03,1.781236975264853875e-02,4.509999360220191128e-03,-1.322054352670373745e-02,-8.203244412939347807e-02,-2.346393929069272299e-02,2.368640342641177565e-02,7.180486095462065843e-02,5.242810134783824211e-02,2.755396263339667320e-02
-1.200500208773844557e+00,-1.163420147628150936e+00,-1.114339691226435614e+00,1.986568408422367260e-01,1.493546582231721487e-01,1.050169202895358533e-01,4.658760392311585286e-02,4.195342983852497210e-02,1.847651194871273786e-02,-9.138252240645219904e-02,-5.626046325092468048e-02,-2.474179119757885514e-02,4.672773952707097445e-02,2.844225009349170968e-02,1.564202775250148753e-02
