-1.652068200756771077e+00,-1.621840527028110657e+00,-1.571364364828187865e+00,7.504747992522372568e-01,7.027787792462678595e-01,6.343664399903572448e-01,-1.531191215680688944e-01,-1.592114466955783514e-01,-1.703677226707097370e-01,-9.470302093403718674e-03,1.766576300856936843e-02,5.497446955606129226e-02,8.715866278202777373e-02,9.163084347206049141e-02,8.526135187725153441e-02,-2.262745371420007284e-02,-3.071873809785660714e-02,-3.262857675454767376e-02
-1.707839016785345887e+00,-1.720511460192465369e+00,-1.674227637328355112e+00,8.645938040282001857e-01,8.728016297078390329e-01,7.837154932871845947e-01,-2.136787457239408827e-01,-2.220450240176852497e-01,-1.836228004056555674e-01,-1.723943948989922481e-01,-1.609772737391552133e-01,-1.292677314918262432e-01,4.166052790286966512e-01,4.194938134497283033e-01,3.558662243131465175e-01,-1.870204668575078111e-01,-1.885376518260265533e-01,-1.522726726553779719e-01
-1.517553902848231218e+00,-1.540619518109583197e+00,-1.515086018542602497e+00,6.071346472232225233e-01,6.351363697027895272e-01,5.740227978667054032e-01,-1.261611233228020490e-01,-1.242878306478279876e-01,-6.007932603003054983e-02,-1.039075912226295473e-01,-1.117688715640915847e-01,-1.415330467165707984e-01,1.380630088383228982e-01,1.571020290630779082e-01,1.656736517353921689e-01,2.629563642966205577e-03,-1.540314503292079633e-02,-2.287726767785073362e-02
-1.403608379866887468e+00,-1.390486882475061581e+00,-1.365615448153402633e+00,3.922433225499405429e-01,3.735519563080836880e-01,3.408291679721615064e-01,-6.140734912568274195e-02,-6.856121121465215407e-02,-6.021527075580389299e-02,6.166370854382453859e-02,5.328834334211855761e-02,1.523331522274576008e-02,-3.004125151885774642e-02,-1.703983489779013066e-02,1.645196108290625236e-02,4.138374377207722915e-02,4.942377841113076986e-02,5.344333442591041317e-02
-1.279477334339496064e+00,-1.280614087816794866e+00,-1.262863819198288606e+00,1.912503519882108871e-01,1.884839745557851665e-01,1.875466488543614252e-01,6.525017260602984648e-02,9.595346587508331304e-03,-5.287333731572770035e-02,-1.167009538133551572e-01,-1.932674553911936655e-02,3.690716287483754993e-02,9.690816367075087701e-02,5.699718971288310343e-02,5.000689062300982257e-02,4.297493338177373057e-02,4.504375215894269868e-02,4.141545608239273479e-02
-1.158365827444103768e+00,-1.132750668679630923e+00,-1.103762321333984886e+00,7.536023062996373423e-02,4.744750753447893321e-02,1.861762419167363111e-02,8.111985522996773001e-02,7.546802086292943301e-02,6.974574779484335463e-02,-1.596474536957602497e-01,-1.444451423847941673e-01,-1.269293265087466371e-01,2.212048628566406494e-01,2.255571050714062498e-01,2.188735714546842237e-01,-5.943821030668783312e-02,-7.108361169063970308e-02,-7.638801448600776589e-02
-1.100838029308420563e+00,-1.100741858693369490e+00,-1.088657410603766973e+00,9.970632021879176354e-02,1.053608958432003528e-01,1.170899439326907737e-01,3.604096161727585179e-02,4.009110519814117896e-02,2.456989574574548404e-02,-7.004741162123376275e-02,-8.753234723169604770e-02,-8.474038443625618588e-02,3.006100718804372712e-02,3.986352023672017075e-02,3.592523683860118083e-02,5.275075502194177465e-03,3.132896028163273828e-03,-4.045665304593821024e-03
-1.213782278868288822e+00,-1.238508664121404479e+00,-1.247987229944897303e+00,1.857607702196461819e-01,2.637850422393667182e-01,3.112678867024321061e-01,1.734111913277515959e-01,1.132644948841265986e-01,8.055975189978178963e-02,-3.202629663226190804e-01,-3.446626991918372851e-01,-3.557006255182089127e-01,2.436181028688571559e-01,2.992893965602073658e-01,3.105315400072992671e-01,-6.850372072510513277e-02,-9.295309671861141931e-02,-9.850710444544205635e-02
-1.074640650131858166e+00,-1.059379062840408281e+00,-1.043603443586574198e+00,6.685839515184033299e-02,2.702986532450035728e-02,7.324778346271600474e-03,1.831763465547668265e-02,4.672208474892421137e-03,-1.365264773586112243e-02,-8.006993625237909806e-02,-2.246141552492064361e-02,2.390050535916857580e-02,4.126387502071753033e-02,1.425807136914559320e-02,-6.584920160372913917e-03,2.836595634632032431e-02,3.596654937536636343e-02,3.268429987652114038e-02
-1.201960199238778504e+00,-1.163869084614465033e+00,-1.114441572156176230e+00,2.015120530293732504e-01,1.502426822978317755e-01,1.051780705400366528e-01,4.513199194187580282e-02,4.129123024829068483e-02,1.835616922553886393e-02,-9.758947990876278011e-02,-5.861790086343059147e-02,-2.542579596006091722e-02,8.423691235888808304e-02,4.680585821790347184e-02,2.290003583082084876e-02,-3.124461999896514797e-02,-1.578415859640165675e-02,-6.513281484509665133e-03
