-1.651284825007966361e+00,-1.622907656017188671e+00,-1.575397027237484204e+00,6.975797674830167550e-01,6.431029782631305647e-01,5.698724153366374612e-01,-4.598342626970634145e-02,-1.992285409363517973e-02,5.738479497857140385e-03
-1.692102830310457051e+00,-1.707300825397760624e+00,-1.670699311350168470e+00,7.737811734187409751e-01,7.750621620821807056e-01,6.992908801272905706e-01,-8.142179993890609480e-02,-6.754714015697652063e-02,-2.841608518552630677e-02
-1.528874697255030224e+00,-1.547126079750502425e+00,-1.519193680892499065e+00,5.736870547473833515e-01,5.992067551367706857e-01,5.502259137475178363e-01,-4.465172792142717978e-02,-5.195171988624529974e-02,-3.093018163094546705e-02
-1.411415500002323409e+00,-1.405709048192167465e+00,-1.390887147453615080e+00,3.615772789708036616e-01,3.397420914961323812e-01,3.112891105722531693e-01,5.003947499864927484e-02,6.611106840550354247e-02,7.969678487231142416e-02
-1.306233373234698902e+00,-1.317643782983738854e+00,-1.305973710714462666e+00,1.786423773653967595e-01,1.704963795465083420e-01,1.667681951564878307e-01,1.277503573931841607e-01,1.472847204789570208e-01,1.393098169726258717e-01
-1.154489661150007507e+00,-1.127927076005113882e+00,-1.098638264851488300e+00,5.309743134871752757e-02,2.551085184684401264e-02,-1.242398994844726157e-03,1.016032029306395829e-01,1.025937973890935773e-01,1.000274011072242869e-01
-1.099970979416495132e+00,-1.099488388659609850e+00,-1.088625177593633975e+00,1.020974494930028814e-01,1.084669978911870086e-01,1.221973113236330816e-01,-1.930297180930549495e-03,-8.805169435633537767e-03,-3.342703146167164130e-02
-1.180809134339304123e+00,-1.206305882005218155e+00,-1.218765997170778270e+00,1.566824595016738930e-01,2.421937299194533155e-01,3.015849133962404394e-01,2.437942993662963950e-02,-3.566640724105186316e-02,-8.264895690770893144e-02
-1.076299627009008830e+00,-1.064162754514146769e+00,-1.048136251431025734e+00,6.858375940144444127e-02,2.684728445172904904e-02,6.574911564721133694e-03,7.802719794862772451e-03,3.739207547663270931e-02,4.162273733243597451e-02
-1.199025109672708256e+00,-1.162510658107819506e+00,-1.114161749675637747e+00,2.041284669636058702e-01,1.518014768472167042e-01,1.055252517882434293e-01,-5.014764610983987042e-03,1.077858969040986457e-02,8.690035663319498754e-03
-1.047930871025628763e+00,-9.824333865969052670e-01,-9.324347699245741916e-01,2.707096252368262901e-02,-4.052517575334521616e-02,-7.366825482779096324e-02,2.095551249478142669e-02,2.303797140889177891e-02,6.166688556490476994e-03
-1.282895099348283274e+00,-1.254733299750432129e+00,-1.209945725418445139e+00,3.206609446280290210e-01,2.556350710746601584e-01,1.750587403514463347e-01,-3.766225277654225434e-02,-8.168539091043678290e-04,3.495098216381344047e-02
-1.160544372517827272e+00,-1.117517212074875532e+00,-1.058252233118705643e+00,1.549705023722571795e-01,8.472377499799088607e-02,1.981757024773533188e-02,5.652378022749437320e-03,3.285749305213071098e-02,3.848751083112653126e-02
-1.170519817961874764e+00,-1.125723381766568165e+00,-1.061812441279508912e+00,1.336374355398448899e-01,9.430222808611021801e-02,5.667041441828289672e-02,3.697841260248779793e-02,3.149913270178333197e-02,5.205515467220712608e-03
-1.235900025432726812e+00,-1.216124980424072577e+00,-1.174592754744892442e+00,1.877651272963160034e-01,1.359791800209473323e-01,9.143604278043213074e-02,4.822642643241761146e-02,8.022323271149096879e-02,8.322225644003558576e-02
-1.237163150551740420e+00,-1.169296514295530720e+00,-1.083692009187284588e+00,1.960539352975785299e-01,1.199026786637052006e-01,5.131675331449959965e-02,4.120398272853051380e-02,4.946769028801655671e-02,3.243151650322366464e-02
-1.342420174323495363e+00,-1.345997492145514896e+00,-1.302530065475608234e+00,3.361941197923926095e-01,3.367303759085806814e-01,2.891901995094648958e-01,6.337627248578767136e-03,9.360172828830181507e-03,1.341956124607453747e-02
-1.063927563454009517e+00,-1.075625129859682838e+00,-1.075944770997583122e+00,5.011890101521298407e-02,8.282320778297014296e-02,1.171776979314364531e-01,1.386591949113049997e-02,-7.150383578280713852e-03,-4.118921427855489620e-02
-1.651284825007966361e+00,-1.622907656017188671e+00,-1.575397027237484204e+00,6.975797674830167550e-01,6.431029782631305647e-01,5.698724153366374612e-01,-4.598342626970634145e-02,-1.992285409363517973e-02,5.738479497857140385e-03
-1.692102830310457051e+00,-1.707300825397760624e+00,-1.670699311350168470e+00,7.737811734187409751e-01,7.750621620821807056e-01,6.992908801272905706e-01,-8.142179993890609480e-02,-6.754714015697652063e-02,-2.841608518552630677e-02
-1.528874697255030224e+00,-1.547126079750502425e+00,-1.519193680892499065e+00,5.736870547473833515e-01,5.992067551367706857e-01,5.502259137475178363e-01,-4.465172792142717978e-02,-5.195171988624529974e-02,-3.093018163094546705e-02
-1.411415500002323409e+00,-1.405709048192167465e+00,-1.390887147453615080e+00,3.615772789708036616e-01,3.397420914961323812e-01,3.112891105722531693e-01,5.003947499864927484e-02,6.611106840550354247e-02,7.969678487231142416e-02
-1.306233373234698902e+00,-1.317643782983738854e+00,-1.305973710714462666e+00,1.786423773653967595e-01,1.704963795465083420e-01,1.667681951564878307e-01,1.277503573931841607e-01,1.472847204789570208e-01,1.393098169726258717e-01
-1.154489661150007507e+00,-1.127927076005113882e+00,-1.098638264851488300e+00,5.309743134871752757e-02,2.551085184684401264e-02,-1.242398994844726157e-03,1.016032029306395829e-01,1.025937973890935773e-01,1.000274011072242869e-01
-1.099970979416495132e+00,-1.099488388659609850e+00,-1.088625177593633975e+00,1.020974494930028814e-01,1.084669978911870086e-01,1.221973113236330816e-01,-1.930297180930549495e-03,-8.805169435633537767e-03,-3.342703146167164130e-02
-1.180809134339304123e+00,-1.206305882005218155e+00,-1.218765997170778270e+00,1.566824595016738930e-01,2.421937299194533155e-01,3.015849133962404394e-01,2.437942993662963950e-02,-3.566640724105186316e-02,-8.264895690770893144e-02
-1.076299627009008830e+00,-1.064162754514146769e+00,-1.048136251431025734e+00,6.858375940144444127e-02,2.684728445172904904e-02,6.574911564721133694e-03,7.802719794862772451e-03,3.739207547663270931e-02,4.162273733243597451e-02
